x,y,z,xh,yh,zh,f_xyz,image_name
497.18415429456235,103.2089805603027,92.37233800155641,171.1497818066692,-20.547788609582465,176.87184367899425,"[0,93168,0,53,43,0,955312,0]",pos4-3-visibility-70
497.18415429456235,53.20898056030271,92.37233800155641,161.8136244068819,46.3583944577239,-166.62675374275761,"[310365,0,411,46,6,240874,496874,0]",pos4-4-visibility-20
497.18415429456235,103.2089805603027,92.37233800155641,170.97598777660627,47.46710086734483,-173.325128836775,"[395698,0,241,971,2610,39609,609229,218]",pos4-4-visibility-70
497.18415429456235,53.20898056030271,92.37233800155641,-179.37597925612087,47.82068468959111,179.53756302521205,"[245123,0,363,157,148090,468576,186267,0]",pos4-5-visibility-20
497.18415429456235,103.2089805603027,92.37233800155641,-169.76287716144049,47.36453868347546,172.43191932576738,"[534019,0,10036,15394,13030,250730,224968,399]",pos4-5-visibility-70
497.2999915854454,53.20724105834959,92.89278287155153,170.5112954498172,-0.11873117827804462,179.9801552915253,"[0,0,0,616,769,276274,770917,0]",pos5-0-visibility-20
497.2999915854454,103.20724105834958,92.89278287155153,172.69268667827427,-0.119400490508121,179.98468896503144,"[0,83190,0,1240,2493,24845,936808,0]",pos5-0-visibility-70
497.2999915854454,53.20724105834959,92.89278287155153,-179.85700726557556,-0.12037779832698141,-179.9996995734456,"[0,1,4399,6052,81911,466759,489454,0]",pos5-1-visibility-20
497.2999915854454,103.20724105834958,92.89278287155153,-177.6291393011662,-0.1202751295428962,-179.99502025744664,"[0,332183,1,1630,5148,61806,647808,0]",pos5-1-visibility-70
497.2999915854454,53.20724105834959,92.89278287155153,179.83462237605,-20.780853672295656,179.94132477703644,"[0,2629,2434,1051,65445,464326,512691,0]",pos5-2-visibility-20
497.2999915854454,103.20724105834958,92.89278287155153,-175.56188526241834,-20.723922308765097,-178.4267517891227,"[0,430674,0,86,89,32455,585272,0]",pos5-2-visibility-70
497.2999915854454,53.20724105834959,92.89278287155153,166.7026878867066,-20.26966842249904,175.31920197075675,"[0,131,0,0,0,173399,875046,0]",pos5-3-visibility-20
497.2999915854454,103.20724105834958,92.89278287155153,171.14232681839508,-20.553927655672805,176.86827841268038,"[0,92793,0,53,46,0,955684,0]",pos5-3-visibility-70
497.2999915854454,53.20724105834959,92.89278287155153,161.78326010774518,46.41418991194761,-166.59172310700893,"[309963,0,369,45,9,240675,497515,0]",pos5-4-visibility-20
497.2999915854454,103.20724105834958,92.89278287155153,170.95995205115952,47.52645317487793,-173.3068842701296,"[395375,0,219,932,2593,39536,609736,185]",pos5-4-visibility-70
497.2999915854454,53.20724105834959,92.89278287155153,-179.37521392848282,47.8812323912014,179.53655279623092,"[244530,0,327,142,148271,468483,186823,0]",pos5-5-visibility-20
497.2999915854454,103.20724105834958,92.89278287155153,-169.745474013289,47.423611896027985,172.4118190911893,"[533044,0,9980,15299,13186,251430,225252,385]",pos5-5-visibility-70
502.26628879470826,52.885570526123026,88.99277300102236,170.5255734081521,0.09936128124800367,-179.9834182201855,"[0,41,0,1783,1244,270996,774512,0]",pos6-0-visibility-20
502.26628879470826,102.88557052612302,88.99277300102236,172.70048999951297,0.09991898738961344,-179.98720095774948,"[0,86703,0,1370,2601,23631,934271,0]",pos6-0-visibility-70
502.26628879470826,52.885570526123026,88.99277300102236,-179.87173792900754,0.1007351403669879,179.9997744945132,"[0,39,3069,24724,106220,420779,493745,0]",pos6-1-visibility-20
502.26628879470826,102.88557052612302,88.99277300102236,-177.65057834339532,0.10065071547255433,179.99587049036407,"[0,336445,0,1963,5245,58722,646201,0]",pos6-1-visibility-70
502.26628879470826,52.885570526123026,88.99277300102236,179.80616636492937,-20.2625101154544,179.9328709426023,"[0,551,0,4728,32355,501935,509007,0]",pos6-2-visibility-20
502.26628879470826,102.88557052612302,88.99277300102236,-175.61878423836546,-20.20820204357878,-178.4839827519715,"[0,418003,0,87,80,45422,584984,0]",pos6-2-visibility-70
502.26628879470826,52.885570526123026,88.99277300102236,166.7547977753367,-19.765858642179943,175.44883637237726,"[0,41,0,0,0,178261,870274,0]",pos6-3-visibility-20
502.26628879470826,102.88557052612302,88.99277300102236,171.16793445671303,-20.041579122494245,176.9519085456361,"[0,94251,0,43,39,0,954243,0]",pos6-3-visibility-70
502.26628879470826,52.885570526123026,88.99277300102236,161.95027556563258,46.49809806053331,-166.70069634834886,"[301963,0,0,0,20,244492,502101,0]",pos6-4-visibility-20
502.26628879470826,102.88557052612302,88.99277300102236,171.01599535410287,47.58732265056372,-173.34228171853007,"[391386,0,223,817,2786,42419,610782,163]",pos6-4-visibility-70
502.26628879470826,52.885570526123026,88.99277300102236,-179.44522873643928,47.937967377356486,179.58812097487152,"[245291,0,0,0,161458,454108,187719,0]",pos6-5-visibility-20
502.26628879470826,102.88557052612302,88.99277300102236,-169.93682732515717,47.49715236812696,172.54608736960373,"[519232,0,7508,12922,13327,263323,231926,338]",pos6-5-visibility-70
497.35676950974465,53.20853042602537,93.41392297012331,170.50757198984783,-0.11628030296063638,179.98055716195415,"[0,0,0,534,778,276135,771129,0]",pos7-0-visibility-20
497.35676950974465,103.20853042602536,93.41392297012331,172.68981083383073,-0.11693631677802507,179.9849989860432,"[0,82962,0,1225,2499,24780,937110,0]",pos7-0-visibility-70
497.35676950974465,53.20853042602537,93.41392297012331,-179.85689174680564,-0.11789421350857045,-179.99970553401525,"[0,0,4481,4240,81680,468608,489567,0]",pos7-1-visibility-20
497.35676950974465,103.20853042602536,93.41392297012331,-177.62812116104487,-0.11779357684289411,-179.99512090408018,"[0,332876,0,1647,5203,60885,647965,0]",pos7-1-visibility-70
497.35676950974465,53.20853042602537,93.41392297012331,179.8346025404101,-20.792230820426113,179.94128703436354,"[0,2691,2437,1052,63395,466354,512647,0]",pos7-2-visibility-20
497.35676950974465,103.20853042602536,93.41392297012331,-175.5580549158677,-20.735175476637618,-178.42457225709487,"[0,432260,0,85,87,30813,585331,0]",pos7-2-visibility-70
497.35676950974465,53.20853042602537,93.41392297012331,166.6920312868629,-20.27999566341381,175.31305357198192,"[0,128,0,0,0,173163,875285,0]",pos7-3-visibility-20
497.35676950974465,103.20853042602536,93.41392297012331,171.13512285554424,-20.56483346387992,176.86410758944618,"[0,92451,0,50,40,0,956035,0]",pos7-3-visibility-70
497.35676950974465,53.20853042602537,93.41392297012331,161.75329160826317,46.46499703993562,-166.55803661824538,"[309709,0,324,41,12,240577,497913,0]",pos7-4-visibility-20
497.35676950974465,103.20853042602536,93.41392297012331,170.94441628289994,47.580806670759095,-173.28952780455316,"[395328,0,216,882,2565,39484,609911,190]",pos7-4-visibility-70
497.35676950974465,53.20853042602537,93.41392297012331,-179.37385336770103,47.93674464602117,179.53513690080197,"[244140,0,283,134,147904,469089,187026,0]",pos7-5-visibility-20
497.35676950974465,103.20853042602536,93.41392297012331,-169.7274149676314,47.47758591529423,172.39182571413141,"[532607,0,9951,15255,13297,251908,225181,377]",pos7-5-visibility-70
502.88573078079224,52.89097976684568,89.2852279589844,170.5236962931413,0.12654752144178055,-179.9788770249434,"[0,38,27,1961,1496,269350,775704,0]",pos8-0-visibility-20
502.88573078079224,102.89097976684567,89.2852279589844,172.69908796382273,0.12725811758274239,-179.98369581405908,"[0,86714,0,1374,2616,23381,934491,0]",pos8-0-visibility-70
502.88573078079224,52.89097976684568,89.2852279589844,-179.8714683302819,0.12829798009954876,179.99971218879253,"[0,34,3092,24154,104491,421931,494874,0]",pos8-1-visibility-20
502.88573078079224,102.89097976684567,89.2852279589844,-177.64980568572392,0.1281903856773046,179.99473885954703,"[0,338084,0,2019,5313,56846,646314,0]",pos8-1-visibility-70
502.88573078079224,52.89097976684568,89.2852279589844,179.8065717274388,-20.221216046384974,179.93314212765884,"[0,415,0,2790,29060,507425,508886,0]",pos8-2-visibility-20
502.88573078079224,102.89097976684567,89.2852279589844,-175.61624798959028,-20.166936333057766,-178.48606915866225,"[0,419363,0,82,76,44006,585049,0]",pos8-2-visibility-70
502.88573078079224,52.89097976684568,89.2852279589844,166.74928589733113,-19.724995985292377,175.4558811425551,"[0,0,0,0,0,178249,870327,0]",pos8-3-visibility-20
502.88573078079224,102.89097976684567,89.2852279589844,171.16434943554924,-20.000479528099632,176.95663953423042,"[0,93923,0,41,38,0,954574,0]",pos8-3-visibility-70
502.88573078079224,52.89097976684568,89.2852279589844,161.9346372325248,46.577243730936935,-166.6719963562172,"[301548,0,0,0,0,244577,502451,0]",pos8-4-visibility-20
502.88573078079224,102.89097976684567,89.2852279589844,171.00832981250747,47.66818416718226,-173.3280516925074,"[390771,0,206,783,2802,42593,611276,145]",pos8-4-visibility-70
502.88573078079224,52.89097976684568,89.2852279589844,-179.44364287980022,48.01932702214967,179.5864147168118,"[245313,0,0,0,159412,456005,187846,0]",pos8-5-visibility-20
502.88573078079224,102.89097976684567,89.2852279589844,-169.9261351057975,47.57769524087973,172.52859608648657,"[516831,0,7244,12624,13543,265135,232877,322]",pos8-5-visibility-70
503.53826621932984,52.89332962036131,89.52177995903017,170.52208975830752,0.15519069354267023,-179.9740915214948,"[0,35,27,1888,1402,268635,776589,0]",pos9-0-visibility-20
503.53826621932984,102.8933296203613,89.52177995903017,172.69786485860044,0.15606243046248414,-179.98000205594735,"[0,86770,0,1387,2619,23139,934661,0]",pos9-0-visibility-70
503.53826621932984,52.89332962036131,89.52177995903017,-179.87134024093626,0.15733808868979143,179.9996466914433,"[0,32,3236,23554,101494,424519,495741,0]",pos9-1-visibility-20
503.53826621932984,102.8933296203613,89.52177995903017,-177.64927037997114,0.15720608111098813,179.99354654004318,"[0,339714,0,2100,5363,54982,646417,0]",pos9-1-visibility-70
503.53826621932984,52.89332962036131,89.52177995903017,179.8067140537126,-20.175525186674083,179.93333598100085,"[0,292,0,1297,24737,513228,509022,0]",pos9-2-visibility-20
503.53826621932984,102.8933296203613,89.52177995903017,-175.61437956534735,-20.12130076093851,-178.48870523295588,"[0,420527,0,78,77,42797,585097,0]",pos9-2-visibility-70
503.53826621932984,52.89332962036131,89.52177995903017,166.74464796367832,-19.679894542836777,175.46417909405594,"[0,0,0,0,0,177909,870667,0]",pos9-3-visibility-20
503.53826621932984,102.8933296203613,89.52177995903017,171.16126584467827,-19.95504939356351,176.96218303448765,"[0,93620,0,41,39,0,954876,0]",pos9-3-visibility-70
503.53826621932984,52.89332962036131,89.52177995903017,161.92161518667467,46.65420852998924,-166.64575017511112,"[300753,0,0,0,1,244980,502842,0]",pos9-4-visibility-20
503.53826621932984,102.8933296203613,89.52177995903017,171.00173819526665,47.746523287390296,-173.3148894379452,"[390050,0,214,751,2827,42784,611813,137]",pos9-4-visibility-70
503.53826621932984,52.89332962036131,89.52177995903017,-179.44274794681655,48.098083595522645,179.58523747731917,"[245526,0,0,0,162224,453310,187516,0]",pos9-5-visibility-20
503.53826621932984,102.8933296203613,89.52177995903017,-169.91784999956243,47.65584379075382,172.51318587689008,"[514563,0,6972,12332,13714,267086,233613,296]",pos9-5-visibility-70
497.33761379880906,53.212921142578104,93.93595999938967,170.50397369381093,-0.11716937930030413,179.98040093842292,"[0,0,0,481,775,276117,771203,0]",pos10-0-visibility-20
497.33761379880906,103.2129211425781,93.93595999938967,172.6870637812128,-0.11783092166076412,179.98487848063883,"[0,82718,0,1245,2480,24738,937395,0]",pos10-0-visibility-70
497.33761379880906,53.212921142578104,93.93595999938967,-179.856637650872,-0.11879687609088346,-179.99970275258127,"[0,0,4562,2821,80650,471014,489529,0]",pos10-1-visibility-20
497.33761379880906,103.2129211425781,93.93595999938967,-177.62696239341284,-0.1186953707602531,-179.99508114652056,"[0,333460,0,1658,5229,60090,648139,0]",pos10-1-visibility-70
497.33761379880906,53.212921142578104,93.93595999938967,179.834869003717,-20.809784301149897,179.94133433115877,"[0,2711,2530,1094,61943,467678,512620,0]",pos10-2-visibility-20
497.33761379880906,103.2129211425781,93.93595999938967,-175.55392691368752,-20.752582978429352,-178.42183821411945,"[0,433674,0,85,84,29336,585397,0]",pos10-2-visibility-70
497.33761379880906,53.212921142578104,93.93595999938967,166.68161050113233,-20.296390227462926,175.3056489549311,"[0,136,0,0,0,172964,875476,0]",pos10-3-visibility-20
497.33761379880906,103.2129211425781,93.93595999938967,171.1281741947282,-20.58187234174386,176.85913227779687,"[0,92106,0,48,47,0,956375,0]",pos10-3-visibility-70
497.33761379880906,53.212921142578104,93.93595999938967,161.7237213962798,46.509357077007884,-166.52601238828183,"[309671,0,269,33,5,240542,498056,0]",pos10-4-visibility-20
497.33761379880906,103.2129211425781,93.93595999938967,170.92939057238823,47.62870814429079,-173.2732232342786,"[395379,0,216,856,2542,39369,610036,178]",pos10-4-visibility-70
497.33761379880906,53.212921142578104,93.93595999938967,-179.37187978892436,47.9857693244391,179.53331174384235,"[243772,0,232,127,147114,470198,187133,0]",pos10-5-visibility-20
497.33761379880906,103.2129211425781,93.93595999938967,-169.70867596614457,47.52500348228641,172.37209670342827,"[532462,0,9969,15198,13456,252167,224980,344]",pos10-5-visibility-70
497.2509616093159,53.219390869140604,94.45879286987307,170.50045704047315,-0.12103089592268113,179.9797473824834,"[0,0,0,421,769,276233,771153,0]",pos11-0-visibility-20
497.2509616093159,103.2193908691406,94.45879286987307,172.68440134086893,-0.12171476427834622,179.98437430967968,"[0,82445,0,1224,2484,24710,937713,0]",pos11-0-visibility-70
497.2509616093159,53.219390869140604,94.45879286987307,-179.85629045521338,-0.12271328754139804,-179.99969220954247,"[0,0,4665,1960,78982,473574,489395,0]",pos11-1-visibility-20
497.2509616093159,103.2193908691406,94.45879286987307,-177.62570856943475,-0.12260832651739483,-179.994916302321,"[0,333916,1,1673,5254,59433,648299,0]",pos11-1-visibility-70
497.2509616093159,53.219390869140604,94.45879286987307,179.83532797160507,-20.83284070759324,179.94143545006762,"[0,2724,2690,1143,61037,468369,512613,0]",pos11-2-visibility-20
497.2509616093159,103.2193908691406,94.45879286987307,-175.54959519634303,-20.775475346452346,-178.4186304889172,"[0,434941,0,86,84,28012,585453,0]",pos11-2-visibility-70
497.2509616093159,53.219390869140604,94.45879286987307,166.6713385930073,-20.3181854753169,175.29710103643583,"[0,137,0,0,0,172687,875752,0]",pos11-3-visibility-20
497.2509616093159,103.2193908691406,94.45879286987307,171.12139055255165,-20.604372267474545,176.85341641234754,"[0,91791,0,49,45,0,956691,0]",pos11-3-visibility-70
497.2509616093159,53.219390869140604,94.45879286987307,161.69437631602622,46.54797499657955,-166.49537040892932,"[309775,0,205,23,1,240467,498105,0]",pos11-4-visibility-20
497.2509616093159,103.2193908691406,94.45879286987307,170.91468522773437,47.670875186561034,-173.25775487672723,"[395384,0,209,838,2503,39215,610227,200]",pos11-4-visibility-70
497.2509616093159,53.219390869140604,94.45879286987307,-179.36949031789322,48.02903954458158,179.53121775908804,"[243436,0,182,121,145917,471702,187218,0]",pos11-5-visibility-20
497.2509616093159,103.2193908691406,94.45879286987307,-169.68945073481166,47.56661443835382,172.35268763359832,"[532300,0,10019,15135,13595,252306,224866,355]",pos11-5-visibility-70
502.19949010772706,53.29217147827146,100.49559993011476,170.45956556335466,0.09728214029631455,-179.98364997686653,"[0,83,0,693,667,264743,782390,0]",pos12-0-visibility-20
502.19949010772706,103.29217147827146,100.49559993011476,172.65341962129705,0.09783672353243372,-179.98738597989146,"[0,80605,0,1328,2568,22397,941678,0]",pos12-0-visibility-70
502.19949010772706,53.29217147827146,100.49559993011476,-179.85234719069084,0.0986462021331808,179.99974578557018,"[0,72,5366,2632,71143,470178,499185,0]",pos12-1-visibility-20
502.19949010772706,103.29217147827146,100.49559993011476,-177.611243329662,0.0985608088135479,179.99588845492465,"[0,349175,0,2346,6145,40404,650506,0]",pos12-1-visibility-70
502.19949010772706,53.29217147827146,100.49559993011476,179.8405046261075,-20.616239211833363,179.94384044495962,"[0,2957,0,945,10351,521313,513010,0]",pos12-2-visibility-20
502.19949010772706,103.29217147827146,100.49559993011476,-175.49922702397777,-20.558062200674524,-178.4166690324384,"[0,448653,0,71,65,13473,586314,0]",pos12-2-visibility-70
502.19949010772706,53.29217147827146,100.49559993011476,166.55136245780386,-20.09678409006367,175.30272807862528,"[0,208,0,0,0,167929,880439,0]",pos12-3-visibility-20
502.19949010772706,103.29217147827146,100.49559993011476,171.04207036576727,-20.385655841999515,176.85709848493943,"[0,86625,0,24,29,0,961898,0]",pos12-3-visibility-70
502.19949010772706,53.29217147827146,100.49559993011476,161.34820033584919,47.517575127490716,-166.02128527349927,"[310798,0,0,0,0,238800,498978,0]",pos12-4-visibility-20
502.19949010772706,103.29217147827146,100.49559993011476,170.7407223737229,48.68047772500483,-173.01948655982395,"[388602,0,83,316,2307,40197,616976,95]",pos12-4-visibility-70
502.19949010772706,53.29217147827146,100.49559993011476,-179.3416532880998,49.05091139159793,179.50274643924044,"[247262,0,0,0,128631,488101,184582,0]",pos12-5-visibility-20
502.19949010772706,103.29217147827146,100.49559993011476,-169.4629372221804,48.569880897941246,172.0606167044255,"[509772,0,8356,11886,16670,269929,231760,203]",pos12-5-visibility-70
504.2068891899109,52.89344024658201,89.69152898056032,170.52086838620755,0.18454040722663045,-179.9691876747165,"[0,3,15,1830,1291,268174,777263,0]",pos13-0-visibility-20
504.2068891899109,102.893440246582,89.69152898056032,172.6969179478585,0.1855772726354374,-179.97621689959337,"[0,86850,0,1405,2646,22882,934793,0]",pos13-0-visibility-70
504.2068891899109,52.89344024658201,89.69152898056032,-179.87131836870694,0.18709457886094755,179.99957980092927,"[0,4,3278,23011,97992,427884,496407,0]",pos13-1-visibility-20
504.2068891899109,102.893440246582,89.69152898056032,-177.64895608096657,0.18693756380049373,179.99232501106576,"[0,341257,0,2148,5426,53266,646479,0]",pos13-1-visibility-70
504.2068891899109,52.89344024658201,89.69152898056032,179.80667165238523,-20.12649001906302,179.93347668452623,"[0,19,0,336,19485,519802,508934,0]",pos13-2-visibility-20
504.2068891899109,102.893440246582,89.69152898056032,-175.61318167908655,-20.07234543121949,-178.49181547771985,"[0,421406,0,80,73,41876,585141,0]",pos13-2-visibility-70
504.2068891899109,52.89344024658201,89.69152898056032,166.74118074307864,-19.631607448241944,175.47360242297415,"[0,0,0,0,0,177652,870924,0]",pos13-3-visibility-20
504.2068891899109,102.893440246582,89.69152898056032,171.15891047405276,-19.906342952163723,176.96846426138129,"[0,93358,0,38,37,0,955143,0]",pos13-3-visibility-70
